MovieID,rating,Genres
10 Things I Hate About You (1999),3.83,Comedy|Romance
Tango (1998),3.18,Drama
Out-of-Towners,3.03, The (1999)
Dreamlife of Angels,3.56, The (La Vie r?? des anges) (1998)
Love,3.2, etc. (1996)
Metroland (1997),2.5,Comedy|Drama
Sticky Fingers of Time,3.25, The (1997)
Following (1998),2.23,Drama
Go (1999),3.91,Crime
Never Been Kissed (1999),2.91,Comedy|Romance
Twin Dragons (Shuang long hui) (1992),3.13,Action|Comedy
Cookie's Fortune (1999),2.38,Mystery
Foolish (1999),2.17,Comedy
Lovers of the Arctic Circle,3.76, The (Los Amantes del C?culo Polar) (1998)
Goodbye,2.87, Lover (1999)
Life (1999),3.01,Comedy
Clubland (1998),3.12,Drama
Friends & Lovers (1999),3.75,Comedy|Drama|Romance
Hideous Kinky (1998),4.17,Drama
Jeanne and the Perfect Guy (Jeanne et le gar?n formidable) (1998),3.47,Comedy|Romance
Joyriders,4.02, The (1999)
Monster,3.87, The (Il Mostro) (1994)
Open Your Eyes (Abre los ojos) (1997),3.55,Drama|Romance|Sci-Fi
Photographer (Fotoamator) (1998),4.32,Documentary
SLC Punk! (1998),3.98,Comedy|Drama
Lost & Found (1999),2.44,Comedy|Romance
Pushing Tin (1999),3.36,Comedy
Election (1999),2.9,Comedy
eXistenZ (1999),3.44,Action|Sci-Fi|Thriller
Little Bit of Soul,2.91, A (1998)
Mighty Peking Man (Hsing hsing wang) (1977),3.46,Adventure|Sci-Fi
N?(1998),3.86,Drama
Let it Come Down: The Life of Paul Bowles (1998),2.65,Documentary
Entrapment (1999),3.02,Crime|Thriller
Idle Hands (1999),2.0,Comedy|Horror
Get Real (1998),3.38,Drama
Heaven (1998),3.68,Thriller
King of Masks,3.9, The (Bian Lian) (1996)
Three Seasons (1999),3.33,Drama
Winslow Boy,3.31, The (1998)
Mildred Pierce (1945),2.05,Drama
Night of the Comet (1984),3.22,Action|Horror|Sci-Fi
Chopping Mall (a.k.a. Killbots) (1986),3.7,Action|Horror|Sci-Fi
My Science Project (1985),2.81,Adventure|Sci-Fi
Dick Tracy (1990),2.96,Action|Crime
Mummy,3.49, The (1999)
Castle,1.83, The (1997)
Mascara (1999),2.68,Drama
This Is My Father (1998),3.22,Drama|Romance
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),3.82,Drama|Romance
Midsummer Night's Dream,2.84, A (1999)
Trippin' (1999),3.35,Comedy
After Life (1998),3.43,Drama
Black Mask (Hak hap) (1996),4.05,Action
Edge of Seventeen (1998),4.41,Comedy|Drama|Romance
Endurance (1998),3.64,Documentary|Drama
Star Wars: Episode I - The Phantom Menace (1999),3.6,Action|Adventure|Fantasy|Sci-Fi
Love Letter,2.71, The (1999)
Besieged (L' Assedio) (1998),3.52,Drama
Frogs for Snakes (1998),3.08,Comedy|Film-Noir|Thriller
Saragossa Manuscript,3.23, The (Rekopis znaleziony w Saragossie) (1965)
Mummy,3.22, The (1932)
Mummy,3.26, The (1959)
Mummy's Curse,2.89, The (1944)
Mummy's Ghost,3.03, The (1944)
Mummy's Hand,2.93, The (1940)
Mummy's Tomb,3.51, The (1942)
Mommie Dearest (1981),3.29,Drama
Superman (1978),3.77,Action|Adventure|Sci-Fi
Superman II (1980),2.0,Action|Adventure|Sci-Fi
Superman III (1983),2.55,Action|Adventure|Sci-Fi
Superman IV: The Quest for Peace (1987),3.62,Action|Adventure|Sci-Fi
Dracula (1931),3.18,Horror
Dracula (1958),3.17,Horror
House of Dracula (1945),3.5,Horror
House of Frankenstein (1944),2.6,Horror
Frankenstein (1931),3.21,Horror
Son of Frankenstein (1939),3.04,Horror
Ghost of Frankenstein,2.42, The (1942)
Frankenstein Meets the Wolf Man (1943),2.9,Horror
Curse of Frankenstein,4.14, The (1957)
Son of Dracula (1943),2.99,Horror
Wolf Man,2.66, The (1941)
Howling II: Your Sister Is a Werewolf (1985),3.97,Horror
Tarantula (1955),2.98,Horror|Sci-Fi
Rocky Horror Picture Show,2.75, The (1975)
Flying Saucer,2.92, The (1950)
It Came from Hollywood (1982),3.84,Comedy|Documentary
Thing From Another World,2.95, The (1951)
It Came from Outer Space (1953),3.86,Sci-Fi
War of the Worlds,1.92, The (1953)
It Came from Beneath the Sea (1955),1.56,Sci-Fi
Invasion of the Body Snatchers (1956),3.05,Horror|Sci-Fi
Earth Vs. the Flying Saucers (1956),3.52,Sci-Fi
It Conquered the World (1956),3.09,Sci-Fi
Mole People,3.27, The (1956)
Swamp Thing (1982),4.24,Horror|Sci-Fi
Pork Chop Hill (1959),2.87,War
Run Silent,2.63, Run Deep (1958)
Notting Hill (1999),1.76,Comedy|Romance
Thirteenth Floor,2.51, The (1999)
Eternity and a Day (Mia eoniotita ke mia mera ) (1998),2.55,Drama
Loss of Sexual Innocence,3.93, The (1999)
Twice Upon a Yesterday (1998),4.0,Comedy|Drama|Romance
Instinct (1999),3.24,Drama|Thriller
Buena Vista Social Club (1999),3.66,Documentary
Desert Blue (1999),2.62,Drama
Finding North (1999),2.59,Drama|Romance
Floating (1997),1.86,Drama
Free Enterprise (1998),1.64,Comedy|Romance|Sci-Fi
Limbo (1999),1.6,Drama
Austin Powers: The Spy Who Shagged Me (1999),4.04,Comedy
Taxman (1999),3.57,Comedy|Drama
Red Dwarf,2.67, The (Le Nain rouge) (1998)
Red Violin,3.05, The (Le Violon rouge) (1998)
Tarzan (1999),2.5,Animation|Children's
General's Daughter,3.93, The (1999)
Get Bruce (1999),2.75,Documentary
Ideal Husband,3.16, An (1999)
Legend of 1900,2.44, The (Leggenda del pianista sull'oceano) (1998)
Run Lola Run (Lola rennt) (1998),2.11,Action|Crime|Romance
Trekkies (1997),2.96,Documentary
Big Daddy (1999),3.55,Comedy
Boys,3.25, The (1997)
Dinner Game,3.67, The (Le D?er de cons) (1998)
My Son the Fanatic (1998),3.56,Comedy|Drama|Romance
Zone 39 (1997),2.54,Sci-Fi
Arachnophobia (1990),3.29,Action|Comedy|Sci-Fi|Thriller
South Park: Bigger,3.38, Longer and Uncut (1999)
Wild Wild West (1999),4.3,Action|Sci-Fi|Western
Summer of Sam (1999),2.9,Drama
Broken Vessels (1998),3.63,Drama
Lovers on the Bridge,3.45, The (Les Amants du Pont-Neuf) (1991)
Late August,3.87, Early September (Fin ao?
American Pie (1999),3.18,Comedy
Arlington Road (1999),1.0,Thriller
Autumn Tale,3.37, An (Conte d'automne) (1998)
Muppets From Space (1999),3.91,Children's|Comedy
Blair Witch Project,3.95, The (1999)
My Life So Far (1999),2.8,Drama
Eyes Wide Shut (1999),2.71,Drama
Lake Placid (1999),2.44,Horror|Thriller
Wood,3.74, The (1999)
Velocity of Gary,2.89, The (1998)
Ghostbusters (1984),2.36,Comedy|Horror
Ghostbusters II (1989),2.3,Comedy|Horror
Drop Dead Gorgeous (1999),2.78,Comedy
Haunting,3.7, The (1999)
Inspector Gadget (1999),4.32,Action|Adventure|Children's|Comedy
Trick (1999),4.23,Romance
Deep Blue Sea (1999),3.26,Action|Sci-Fi|Thriller
Mystery Men (1999),3.15,Action|Adventure|Comedy
Runaway Bride (1999),2.58,Comedy|Romance
Twin Falls Idaho (1999),3.89,Drama
Killing,2.82, The (1956)
Killer's Kiss (1955),3.05,Film-Noir
Spartacus (1960),3.69,Drama
Lolita (1962),3.43,Drama
Barry Lyndon (1975),2.3,Drama
400 Blows,2.67, The (Les Quatre cents coups) (1959)
Jules and Jim (Jules et Jim) (1961),3.59,Drama
Vibes (1988),3.94,Adventure|Comedy
Mosquito Coast,3.81, The (1986)
Golden Child,2.68, The (1986)
Brighton Beach Memoirs (1986),3.52,Comedy
Assassination (1987),3.26,Action
Crimes of the Heart (1986),2.65,Comedy|Drama
Color Purple,3.01, The (1985)
Kindred,2.26, The (1986)
No Mercy (1986),3.46,Action|Thriller
M?age (Tenue de soir?) (1986),3.46,Comedy|Drama
Native Son (1986),3.2,Drama
Otello (1986),2.8,Drama
Mission,3.55, The (1986)
Little Shop of Horrors (1986),2.57,Comedy|Horror|Musical
Little Shop of Horrors,3.36, The (1960)
Allan Quartermain and the Lost City of Gold (1987),2.24,Action|Adventure
Morning After,2.25, The (1986)
Radio Days (1987),2.78,Comedy|Drama
From the Hip (1987),3.44,Comedy
Outrageous Fortune (1987),3.81,Comedy|Mystery
Bedroom Window,3.49, The (1987)
Deadtime Stories (1987),2.5,Horror
Light of Day (1987),2.88,Drama
Wanted: Dead or Alive (1987),2.62,Action
Frances (1982),3.0,Drama
Plenty (1985),3.32,Drama
Dick (1999),3.25,Comedy
Gambler,2.75, The (A J??os) (1997)
Iron Giant,3.55, The (1999)
Sixth Sense,2.68, The (1999)
Thomas Crown Affair,3.2, The (1999)
Thomas Crown Affair,2.42, The (1968)
Acid House,2.05, The (1998)
Adventures of Sebastian Cole,3.76, The (1998)
Illuminata (1998),4.61,Comedy
Stiff Upper Lips (1998),2.33,Comedy
Yards,2.45, The (1999)
Bowfinger (1999),4.01,Comedy
Brokedown Palace (1999),4.0,Drama
Detroit Rock City (1999),3.29,Comedy
Alice and Martin (Alice et Martin) (1998),3.68,Drama
Better Than Chocolate (1999),3.29,Comedy|Romance
Head On (1998),2.18,Drama
Marcello Mastroianni: I Remember Yes,3.64, I Remember (1997)
Cobra (1925),3.68,Drama
Never Talk to Strangers (1995),4.03,Thriller
Heaven Can Wait (1978),4.12,Comedy
Raven,3.9, The (1963)
Tingler,4.19, The (1959)
Pit and the Pendulum (1961),3.88,Horror
Tomb of Ligeia,3.75, The (1965)
Masque of the Red Death,3.41, The (1964)
Tales of Terror (1962),3.91,Horror
Haunted Honeymoon (1986),4.23,Comedy
Cat's Eye (1985),3.35,Horror
And Now for Something Completely Different (1971),4.08,Comedy
Damien: Omen II (1978),3.34,Horror
Final Conflict,3.47, The (a.k.a. Omen III: The Final Conflict) (1981)
Airplane! (1980),4.4,Comedy
Airplane II: The Sequel (1982),4.3,Comedy
American Werewolf in Paris,3.96, An (1997)
European Vacation (1985),3.44,Comedy
Vacation (1983),2.4,Comedy
Funny Farm (1988),4.19,Comedy
Big (1988),4.09,Comedy|Fantasy
Problem Child (1990),4.29,Comedy
Problem Child 2 (1991),3.74,Comedy
Little Nemo: Adventures in Slumberland (1992),3.5,Animation|Children's
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),4.01,Drama|Romance
Tequila Sunrise (1988),3.61,Action|Romance|Thriller
Pelican Brief,3.1, The (1993)
Christmas Story,3.78, A (1983)
Mickey Blue Eyes (1999),4.0,Comedy|Romance
Teaching Mrs. Tingle (1999),2.68,Comedy|Thriller
Universal Soldier: The Return (1999),3.77,Action|Sci-Fi
Universal Soldier (1992),3.97,Action|Sci-Fi
Love Stinks (1999),3.89,Comedy
Perfect Blue (1997),3.87,Animation|Mystery
With Friends Like These... (1998),2.33,Comedy
In Too Deep (1999),3.99,Action|Thriller
Source,3.75, The (1999)
Bat,2.39, The (1959)
Iron Eagle (1986),2.0,Action|War
Iron Eagle II (1988),3.13,Action|War
Aces: Iron Eagle III (1992),4.08,Action|War
Iron Eagle IV (1995),2.75,Action|War
Three Days of the Condor (1975),2.82,Thriller
Hamlet (1964),3.4,Drama
Male and Female (1919),3.71,Adventure|Drama
Medicine Man (1992),3.33,Adventure|Romance
Spiders,2.03, The (Die Spinnen
On the Ropes (1999),4.06,Documentary
Rosie (1998),3.75,Drama
13th Warrior,3.69, The (1999)
Astronaut's Wife,3.91, The (1999)
Dudley Do-Right (1999),3.96,Children's|Comedy
Muse,3.82, The (1999)
Cabaret Balkan (Bure Baruta) (1998),4.02,Drama
Dog of Flanders,4.05, A (1999)
Lost Son,1.84, The (1999)
Lucie Aubrac (1997),3.04,Romance|War
Very Thought of You,3.07, The (1998)
Chill Factor (1999),2.91,Action|Thriller
Outside Providence (1999),2.84,Comedy
Bedrooms & Hallways (1998),2.19,Comedy|Romance
I Woke Up Early the Day I Died (1998),3.73,Comedy
West Beirut (West Beyrouth) (1998),2.11,Drama
Stigmata (1999),3.99,Thriller
Stir of Echoes (1999),3.44,Thriller
Best Laid Plans (1999),3.45,Crime|Drama
Black Cat,2.38, White Cat (Crna macka
Minus Man,3.68, The (1999)
White Boys (1999),3.64,Drama
Adventures of Milo and Otis,3.5, The (1986)
Only Angels Have Wings (1939),3.2,Drama
Othello (1952),3.59,Drama
Queens Logic (1991),2.48,Comedy|Drama
Public Access (1993),3.71,Drama|Thriller
Saturn 3 (1979),3.5,Adventure|Sci-Fi|Thriller
Soldier's Story,2.31, A (1984)
Communion (a.k.a. Alice,3.43, Sweet Alice/Holy Terror) (1977)
Don't Look in the Basement! (1973),4.13,Horror
Nightmares (1983),3.54,Horror
I Saw What You Did (1965),4.0,Thriller
Yellow Submarine (1968),4.15,Animation|Musical
American Beauty (1999),1.67,Comedy|Drama
Stop Making Sense (1984),3.91,Documentary
Blue Streak (1999),3.25,Comedy
For Love of the Game (1999),2.48,Comedy|Drama
Caligula (1980),3.38,Drama
Hard Day's Night,4.06, A (1964)
Splendor (1999),4.01,Comedy
Sugar Town (1999),3.73,Comedy
Buddy Holly Story,3.6, The (1978)
Fright Night (1985),3.61,Comedy|Horror
Fright Night Part II (1989),3.4,Horror
Separation,2.89, The (La S?aration) (1994)
Barefoot in the Park (1967),2.92,Comedy
Deliverance (1972),3.38,Adventure|Thriller
Excalibur (1981),3.16,Action|Drama|Fantasy|Romance
Lulu on the Bridge (1998),2.53,Drama|Mystery|Romance
Pajama Game,3.48, The (1957)
Sommersby (1993),3.92,Drama|Mystery|Romance
Thumbelina (1994),3.45,Animation|Children's
Tommy (1975),2.86,Drama|Musical
Hell Night (1981),4.37,Horror
Operation Condor (Feiying gaiwak) (1990),2.35,Action|Adventure|Comedy
Operation Condor 2 (Longxiong hudi) (1990),3.29,Action|Adventure|Comedy
Double Jeopardy (1999),1.5,Action|Thriller
Jakob the Liar (1999),1.14,Drama
Mumford (1999),3.76,Comedy
Dog Park (1998),3.27,Comedy|Romance
Guinevere (1999),4.4,Drama|Romance
Adventures of Elmo in Grouchland,2.15, The (1999)
Simon Sez (1999),3.54,Drama
Drive Me Crazy (1999),3.28,Comedy|Romance
Mystery,3.74, Alaska (1999)
Three Kings (1999),4.15,Drama|War
Happy,3.23, Texas (1999)
New Rose Hotel (1998),4.04,Action|Drama
Plunkett & MaCleane (1999),4.2,Action|Drama
Romance (1999),3.83,Drama|Romance
Napoleon and Samantha (1972),3.31,Adventure
Alvarez Kelly (1966),1.7,Western
And the Ship Sails On (E la nave va) (1984),1.55,Comedy|War
Dark Half,1.73, The (1993)
Gulliver's Travels (1939),3.86,Adventure|Animation|Children's
Monkey Shines (1988),3.09,Horror|Sci-Fi
Phantasm (1979),3.49,Horror|Sci-Fi
Psycho II (1983),3.56,Horror|Thriller
Psycho III (1986),2.35,Horror|Thriller
Rain (1932),3.24,Drama
Sanjuro (1962),3.12,Action|Adventure
Random Hearts (1999),2.95,Drama|Romance
Superstar (1999),3.71,Comedy
Boys Don't Cry (1999),3.02,Drama
Five Wives,1.98, Three Secretaries and Me (1998)
Ennui,3.39, L' (1998)
Grandfather,3.67, The (El Abuelo) (1998)
Limey,4.0, The (1999)
Mating Habits of the Earthbound Human,2.17, The (1998)
Molly (1999),3.83,Comedy|Drama
Risky Business (1983),3.88,Comedy
Total Recall (1990),3.97,Action|Adventure|Sci-Fi|Thriller
Body Heat (1981),2.72,Crime|Thriller
Ferris Bueller's Day Off (1986),2.5,Comedy
Year of Living Dangerously (1982),4.0,Drama|Romance
Children of Paradise (Les enfants du paradis) (1945),3.7,Drama|Romance
High Plains Drifter (1972),3.89,Western
Hang 'em High (1967),3.87,Western
Citizen's Band (a.k.a. Handle with Care) (1977),3.82,Comedy
Drunken Master (Zui quan) (1979),3.39,Action|Comedy
Conformist,3.76, The (Il Conformista) (1970)
Hairspray (1988),3.79,Comedy|Drama
Brief Encounter (1946),3.24,Drama|Romance
Razor's Edge,3.79, The (1984)
Reds (1981),3.99,Drama
Return with Honor (1998),3.71,Documentary
Time of the Gypsies (Dom za vesanje) (1989),4.23,Drama
Days of Heaven (1978),3.65,Drama
Fire Within,3.88, The (Le Feu Follet) (1963)
Love Bewitched,3.52, A (El Amor Brujo) (1986)
Lady Eve,3.38, The (1941)
Sullivan's Travels (1942),4.09,Comedy
Palm Beach Story,3.5, The (1942)
Man Facing Southeast (Hombre Mirando al Sudeste) (1986),2.5,Drama
Niagara (1953),3.58,Drama|Thriller
Gilda (1946),3.48,Film-Noir
South Pacific (1958),4.09,Musical|Romance|War
Flashdance (1983),4.36,Drama|Romance
Indochine (1992),4.14,Drama|Romance
Dirty Dozen,4.28, The (1967)
Mike's Murder (1984),4.0,Mystery
Help! (1965),3.7,Comedy|Musical
Goldfinger (1964),3.85,Action
From Russia with Love (1963),4.13,Action
Dr. No (1962),3.96,Action
Blue Lagoon,4.04, The (1980)
Fistful of Dollars,3.83, A (1964)
Hard 8 (a.k.a. Sydney,3.24, a.k.a. Hard Eight) (1996)
Home Alone 2: Lost in New York (1992),3.76,Children's|Comedy
Penitentiary (1979),3.67,Drama
Penitentiary II (1982),3.64,Drama
Someone to Watch Over Me (1987),3.06,Action|Crime|Thriller
Sparrows (1926),3.86,Drama
Naturally Native (1998),3.78,Drama
Fight Club (1999),3.24,Drama
Beefcake (1999),3.44,Drama
Story of Us,3.63, The (1999)
Fever Pitch (1997),3.22,Comedy|Romance
Joe the King (1999),3.39,Crime|Drama
Julien Donkey-Boy (1999),3.7,Drama
Omega Code,3.37, The (1999)
Straight Story,2.63, The (1999)
Bad Seed,4.22, The (1956)
Time Bandits (1981),3.16,Adventure|Fantasy|Sci-Fi
Man and a Woman,2.73, A (Un Homme et une Femme) (1966)
Fitzcarraldo (1982),3.3,Adventure|Drama
All That Jazz (1979),3.53,Musical
Red Sorghum (Hong Gao Liang) (1987),1.67,Drama|War
Crimes and Misdemeanors (1989),3.02,Comedy
Bats (1999),3.56,Horror|Thriller
Best Man,3.38, The (1999)
Bringing Out the Dead (1999),1.0,Drama|Horror
Crazy in Alabama (1999),3.32,Comedy|Drama
Three to Tango (1999),3.52,Comedy|Romance
Body Shots (1999),4.0,Drama
Men Cry Bullets (1997),3.23,Drama
Brother,3.45, Can You Spare a Dime? (1975)
Guardian,3.7, The (1990)
Ipcress File,2.37, The (1965)
On Any Sunday (1971),3.5,Documentary
Robocop (1987),3.63,Action|Crime|Sci-Fi
Robocop 2 (1990),3.71,Action|Crime|Sci-Fi
Who Framed Roger Rabbit? (1988),4.34,Adventure|Animation|Film-Noir
Melvin and Howard (1980),3.95,Drama
For Your Eyes Only (1981),3.0,Action
Licence to Kill (1989),3.81,Action
Live and Let Die (1973),3.2,Action
Rawhead Rex (1986),3.18,Horror|Thriller
Thunderball (1965),3.44,Action
City,3.05, The (1998)
House on Haunted Hill,3.38, The (1999)
Music of the Heart (1999),3.7,Drama
Being John Malkovich (1999),3.27,Comedy
Dreaming of Joseph Lees (1998),3.36,Romance
Man of the Century (1999),2.76,Comedy
Princess Mononoke,4.15, The (Mononoke Hime) (1997)
Suburbans,3.95, The (1999)
My Best Fiend (Mein liebster Feind) (1999),2.44,Documentary
Train of Life (Train De Vie) (1998),3.68,Comedy|Drama
Bachelor,2.0, The (1999)
Bone Collector,3.97, The (1999)
Insider,3.62, The (1999)
American Movie (1999),3.5,Documentary
Last Night (1998),3.41,Thriller
Portraits Chinois (1996),2.91,Drama
Rosetta (1999),3.15,Drama
They Shoot Horses,3.64, Don't They? (1969)
Battling Butler (1926),3.81,Comedy
Bride of Re-Animator (1990),3.89,Comedy|Horror
Bustin' Loose (1981),3.47,Comedy
Coma (1978),2.48,Thriller
Creepshow (1982),3.7,Horror
Creepshow 2 (1987),4.0,Horror
Re-Animator (1985),2.62,Horror
Drugstore Cowboy (1989),1.17,Crime|Drama
Falling Down (1993),3.63,Action|Drama
Funhouse,3.77, The (1981)
General,3.51, The (1927)
My Best Girl (1927),3.92,Comedy|Romance
Piranha (1978),5.0,Horror|Sci-Fi
Rough Night in Jericho (1967),3.13,Western
Slaughterhouse (1987),3.49,Horror
Slaughterhouse 2 (1988),3.77,Horror
Taming of the Shrew,3.5, The (1967)
Nighthawks (1981),2.6,Action|Drama
Yojimbo (1961),3.85,Comedy|Drama|Western
Repossessed (1990),3.41,Comedy
Omega Man,2.2, The (1971)
Spaceballs (1987),3.71,Comedy|Sci-Fi
Robin Hood (1973),3.96,Animation|Children's
Mister Roberts (1955),3.62,Comedy|Drama|War
Quest for Fire (1981),3.0,Adventure
Little Big Man (1970),3.41,Comedy|Drama|Western
Face in the Crowd,3.48, A (1957)
Trading Places (1983),3.0,Comedy
Meatballs (1979),3.7,Comedy
Meatballs Part II (1984),3.64,Comedy
Meatballs III (1987),2.15,Comedy
Meatballs 4 (1992),4.08,Comedy
Dead Again (1991),3.3,Mystery|Romance|Thriller
Peter's Friends (1992),4.23,Comedy|Drama
Incredibly True Adventure of Two Girls in Love,3.3, The (1995)
Experience Preferred... But Not Essential (1982),4.07,Drama
Under the Rainbow (1981),3.35,Comedy
How I Won the War (1967),3.85,Comedy|War
Light It Up (1999),3.95,Drama
Anywhere But Here (1999),1.0,Drama
Dogma (1999),3.68,Comedy
Messenger: The Story of Joan of Arc,3.66, The (1999)
Pok?on: The First Movie (1998),2.25,Animation|Children's
Felicia's Journey (1999),3.25,Thriller
Oxygen (1999),3.2,Thriller
Where's Marlowe? (1999),2.76,Comedy
Ape,1.0, The (1940)
British Intelligence (1940),3.84,Drama
Commitments,3.52, The (1991)
Holiday Inn (1942),2.5,Comedy|Musical
Longest Day,3.56, The (1962)
Poison Ivy (1992),3.33,Thriller
Poison Ivy: New Seduction (1997),3.18,Thriller
Ten Benny (1997),3.33,Drama
Tora! Tora! Tora! (1970),3.35,War
Women on the Verge of a Nervous Breakdown (1988),3.19,Comedy|Drama
Verdict,3.26, The (1982)
Effect of Gamma Rays on Man-in-the-Moon Marigolds,2.0, The (1972)
Adventures of Buckaroo Bonzai Across the 8th Dimension,3.41, The (1984)
Stand and Deliver (1987),4.17,Drama
Moonstruck (1987),3.41,Comedy
Sandpiper,4.05, The (1965)
Jeremiah Johnson (1972),2.69,Western
Repulsion (1965),1.0,Thriller
Irma la Douce (1963),4.0,Comedy
42 Up (1998),3.67,Documentary
Liberty Heights (1999),4.0,Drama
Mansfield Park (1999),5.0,Drama
Goodbye,3.0, 20th Century (Zbogum na dvadesetiot vek) (1998)
Sleepy Hollow (1999),3.5,Horror|Romance
World Is Not Enough,1.0, The (1999)
All About My Mother (Todo Sobre Mi Madre) (1999),2.13,Comedy|Drama
Home Page (1999),2.38,Documentary
Living Dead Girl,3.27, The (La Morte Vivante) (1982)
March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),3.67,Comedy
Scrooged (1988),3.67,Comedy
Harvey (1950),2.5,Comedy
Bicycle Thief,3.7, The (Ladri di biciclette) (1948)
Matewan (1987),4.8,Drama
Kagemusha (1980),3.9,Drama|War
Chushingura (1962),3.17,Drama
McCabe & Mrs. Miller (1971),2.54,Drama|Western
Maurice (1987),3.14,Drama|Romance
Grapes of Wrath,3.4, The (1940)
My Man Godfrey (1957),3.38,Comedy
Shop Around the Corner,3.71, The (1940)
Natural,3.6, The (1984)
Shampoo (1975),2.88,Comedy|Romance
River Runs Through It,3.68, A (1992)
Fatal Attraction (1987),3.75,Thriller
Jagged Edge (1985),2.86,Thriller
Stanley & Iris (1990),2.75,Drama|Romance
Midnight Run (1988),3.37,Action|Adventure|Comedy|Crime
Awakenings (1990),3.73,Drama
Come See the Paradise (1990),3.48,Drama|Romance
Backdraft (1991),2.97,Action|Drama
Fisher King,3.19, The (1991)
River,3.09, The (1984)
Country (1984),4.14,Drama
Places in the Heart (1984),3.66,Drama
'Night Mother (1986),3.69,Drama
End of Days (1999),1.78,Action|Thriller
Toy Story 2 (1999),3.2,Animation|Children's|Comedy
Flawless (1999),3.29,Drama
Miss Julie (1999),3.85,Drama
Ride with the Devil (1999),3.2,Drama|Romance|War
Tumbleweeds (1999),2.73,Drama
Bay of Blood (Reazione a catena) (1971),3.11,Horror
Distinguished Gentleman,3.62, The (1992)
Hitch-Hiker,2.65, The (1953)
Santa Fe Trail (1940),4.0,Drama|Romance|Western
Spring Fever USA (a.k.a. Lauderdale) (1989),5.0,Comedy
Agnes Browne (1999),4.04,Comedy|Drama
End of the Affair,3.7, The (1999)
End of the Affair,3.47, The (1955)
Holy Smoke (1999),3.73,Drama
Map of the World,2.7, A (1999)
Sweet and Lowdown (1999),2.21,Comedy|Drama
Bonfire of the Vanities (1990),2.73,Comedy
Broadway Damage (1997),3.0,Comedy
Daddy Long Legs (1919),3.77,Comedy
Go West (1925),3.0,Comedy
Grand Illusion (Grande illusion,2.0, La) (1937)
Great Santini,3.83, The (1979)
James Dean Story,3.4, The (1957)
Sea Wolves,2.5, The (1980)
Stealing Home (1988),3.5,Drama
Tarzan the Fearless (1933),3.79,Action|Adventure
Three Ages,2.0, The (1923)
Two Jakes,3.46, The (1990)
U2: Rattle and Hum (1988),2.3,Documentary|Musical
Hell in the Pacific (1968),3.3,Drama|War
Glass Bottom Boat,3.38, The (1966)
Cradle Will Rock,3.34, The (1999)
Deuce Bigalow: Male Gigolo (1999),3.5,Comedy
Green Mile,3.57, The (1999)
Cider House Rules,4.0, The (1999)
Diamonds (1999),3.96,Mystery
War Zone,4.39, The (1999)
Bat Whispers,3.2, The (1930)
Last Picture Show,3.67, The (1971)
7th Voyage of Sinbad,3.79, The (1958)
Blood on the Sun (1945),3.79,Drama|War
Anna and the King (1999),1.0,Drama|Romance
Bicentennial Man (1999),2.25,Comedy|Drama|Sci-Fi
Stuart Little (1999),3.25,Children's|Comedy
Emperor and the Assassin,2.0, The (Jing ke ci qin wang) (1999)
Fantasia 2000 (1999),2.77,Animation|Children's|Musical
Magnolia (1999),3.95,Drama
Onegin (1999),3.48,Drama
Simpatico (1999),3.11,Comedy|Drama
Topsy-Turvy (1999),3.51,Drama
Alley Cats,2.0, The (1968)
Boiling Point (1993),2.75,Action|Drama
Brenda Starr (1989),3.0,Adventure
Carnal Knowledge (1971),2.76,Drama
Easy Rider (1969),2.33,Adventure|Drama
Falcon and the Snowman,2.86, The (1984)
Hi-Yo Silver (1940),3.53,Western
Room at the Top (1959),3.84,Drama
Ulysses (Ulisse) (1954),3.81,Adventure
Any Given Sunday (1999),3.76,Drama
Man on the Moon (1999),2.31,Comedy|Drama
Galaxy Quest (1999),3.5,Adventure|Comedy|Sci-Fi
Talented Mr. Ripley,4.08, The (1999)
Next Friday (1999),2.67,Comedy
Hurricane,3.0, The (1999)
Angela's Ashes (1999),3.5,Drama
Play it to the Bone (1999),4.44,Comedy|Drama
Titus (1999),3.74,Drama
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),2.8,Documentary
Third Miracle,4.04, The (1999)
Montana (1998),3.86,Action|Comedy|Crime|Drama
Snow Falling on Cedars (1999),2.38,Drama
Girl,2.6, Interrupted (1999)
Trans (1998),3.13,Drama
Life and Times of Hank Greenberg,2.8, The (1998)
My Dog Skip (1999),3.98,Comedy
Supernova (2000),3.4,Adventure|Sci-Fi
Quarry,3.97, The (1998)
Terrorist,3.27, The (Malli) (1998)
Creature (1999),2.67,Documentary
Way We Were,4.0, The (1973)
Tess of the Storm Country (1922),2.6,Drama
Stalag 17 (1953),2.88,Drama|War
Presidio,3.77, The (1988)
Papillon (1973),3.68,Drama
Pal Joey (1957),4.08,Comedy|Musical|Romance
Last Detail,3.92, The (1973)
Five Easy Pieces (1970),3.84,Drama
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),3.97,Drama
Dead Calm (1989),4.03,Thriller
Boys from Brazil,3.93, The (1978)
